Geographic Area Name,Bush 2000 percentage in decimal,Gore 2000 percentage in decimal,"2020 Margin in decimal ( + is Trump, - is Biden)",Land Area mi2,2000 Population,2020 Total Population,Male population,Female population,Median Age ,White %,Black %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race) %,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Total Population part of Households,Total Households,Median Household Income
"Newton County, Texas",0.4856,0.5016,0.6086,933.677,15072,12217,6032,6185,46.5,80.9,18.4,2.6,0.4,0.1,2.3,2.8,17.9,43.1,30.7,8.3,12131,4979,"44,030"
"Nolan County, Texas",0.6282,0.3528,0.5543,911.997,15802,14738,7292,7446,40,82.5,6.5,2.8,1,0.2,21.4,36.3,17.7,33,33,16.3,14450,5857,"44,342"
"Nueces County, Texas",0.5128,0.4659,0.0290,838.482,313645,353178,175087,178091,37.2,79.6,5,2.3,3,0.2,36.4,61.5,15.9,29.4,32.8,21.9,345582,130687,"59,337"
"Ochiltree County, Texas",0.9072,0.0847,0.7953,917.627,9006,10015,5072,4943,33.9,73.2,0.7,3.4,0.6,0.1,40.1,54.6,23.3,33.5,24.3,18.8,9968,3622,"60,914"
"Oldham County, Texas",0.8514,0.1395,0.8285,1500.533,2185,1758,895,863,38.4,88.7,4.4,3.4,1.8,1.1,12.5,17.8,12.6,31.3,32.3,23.8,1520,601,"62,868"
"Orange County, Texas",0.5842,0.4009,0.6342,333.669,84966,84808,41921,42887,39.4,85,10.5,2.5,1.7,0.1,6.7,8.6,11,36.1,36.1,16.8,84288,32811,"65,908"
"Palo Pinto County, Texas",0.624,0.3579,0.6408,951.791,27026,28409,13991,14418,42.5,88.4,3,3.3,1.2,0.2,13.3,19.8,13.1,36.5,32.8,17.5,28143,11250,"57,580"
"Panola County, Texas",0.6585,0.3318,0.6348,801.749,22756,22491,11069,11422,41.9,80.1,15.6,2.7,0.8,0.2,7.4,9.7,17.3,30.2,39,13.5,22160,8921,"54,244"
"Parker County, Texas",0.7118,0.2672,0.6440,903.478,88495,148222,73507,74715,39.8,92.5,2,3.7,1.3,0.2,10.4,13.4,10.3,27.3,33.4,28.9,146840,53482,"85,613"
"Parmer County, Texas",0.8287,0.1629,0.6215,880.778,10016,9869,5076,4793,34,72.9,1.4,2.5,0.4,0.2,40.1,65.9,26.7,26.3,29,18,9749,3332,"56,632"
"Pecos County, Texas",0.6275,0.3577,0.3927,4763.847,16809,15193,8465,6728,37.5,68,4.1,2.7,1.2,0.1,47.2,71.4,25,37.7,25.8,11.5,13379,4916,"49,291"
"Polk County, Texas",0.6184,0.3621,0.5453,1057.093,41133,50123,26441,23682,47.7,79.5,10.8,4,1,0.1,12.2,14.7,19.6,37.4,29.9,13.1,46309,18969,"50,827"
"Potter County, Texas",0.6947,0.2854,0.3871,908.37,113546,118525,60666,57859,36.6,68,12.2,3.3,5.7,0.1,27.7,38.1,23.5,31.5,29.2,15.8,111346,42756,"45,904"
"Presidio County, Texas",0.3517,0.6056,-0.3347,3855.237,7304,6131,2984,3147,42.3,77.5,0.8,2.2,1.7,0.3,58.4,81.4,47.9,12.9,21.4,17.8,6088,2435,"39,791"
"Rains County, Texas",0.6148,0.3675,0.7125,229.452,9139,12164,6110,6054,47.6,92.1,3,3.6,0.8,0.1,7.4,9.1,13.6,36.5,31.1,18.8,12098,4911,"57,294"
"Randall County, Texas",0.8117,0.1725,0.5875,911.544,104312,140753,68853,71900,36.4,87.3,4.7,3.2,2.5,0.1,14.9,22.4,6.3,23.6,37.9,32.2,138146,55615,"72,082"
"Reagan County, Texas",0.7641,0.2247,0.6851,1175.301,3326,3385,1738,1647,34.4,73.6,2.3,2.4,1.3,0.6,44.1,67.4,14.8,43.3,28.1,13.7,3385,1189,"65,162"
"Real County, Texas",0.7691,0.2121,0.6675,699.195,3047,2758,1401,1357,56.3,91.6,1.8,3.3,1,0.3,15,25.1,10.8,38,35.2,16,2653,1164,"46,907"
"Red River County, Texas",0.5654,0.4266,0.5634,1036.578,14314,11587,5737,5850,48,79.7,16.4,3.2,0.8,0.2,5.1,6.6,12.2,41.3,31.7,14.7,11438,5085,"46,134"
"Reeves County, Texas",0.4008,0.5894,0.2330,2635.375,13137,14748,9029,5719,37.1,79.3,2.3,1.4,1.4,0.1,40.9,84.8,29.5,38.4,22.6,9.5,11665,4178,"46,275"
"Refugio County, Texas",0.5892,0.4012,0.3274,770.444,7828,6741,3344,3397,45,81,7.9,2,0.9,0.2,28.4,49,18.8,40.6,30.3,10.4,6664,2632,"46,695"
"Roberts County, Texas",0.8597,0.1311,0.9309,924.058,887,827,412,415,41.5,96.6,2.5,5,1.8,1.3,3.9,6,6.4,33.8,33.9,25.9,827,339,"73,224"
"Robertson County, Texas",0.4721,0.5155,0.4040,855.683,16000,16757,8332,8425,42.7,69.9,20.2,2.2,0.9,0.2,14.7,21.1,15.1,38.3,28.8,17.8,16589,6540,"50,816"
"Rockwall County, Texas",0.7742,0.2063,0.3769,127.036,43080,107819,52867,54952,37.8,81.4,9.1,3.5,4.2,0.2,14.6,19.1,6.4,18,31.8,43.8,107130,36326,"120,696"
"Runnels County, Texas",0.7464,0.2395,0.7383,1050.945,11495,9900,4917,4983,44.6,87.3,2.5,2.6,0.7,0.4,19.4,33.9,16.8,35.5,30.1,17.6,9726,3953,"48,190"
"Rusk County, Texas",0.6981,0.291,0.5571,924.027,47372,52214,27376,24838,40,72.7,17.3,2.8,0.7,0.1,14.9,18.3,15.5,33.1,35.4,16,47158,18173,"53,186"
"Sabine County, Texas",0.602,0.3818,0.7500,491.39,10469,9894,4930,4964,53.8,89.6,8.6,2.8,0.8,0.2,3.3,4,13.6,35.1,32.8,18.5,9772,4387,"46,233"
"San Augustine County, Texas",0.5561,0.43,0.5065,530.657,8946,7918,3866,4052,49.3,72,24,1.7,0.8,0.2,6.9,8.1,18.9,43.2,25.8,12.1,7706,3257,"43,335"
"San Jacinto County, Texas",0.5993,0.3819,0.6191,569.243,22246,27402,13762,13640,44.9,82.4,8.8,3.3,0.6,0.2,13.7,17.6,15.5,39.1,31.1,14.3,27253,10546,"52,302"
"San Patricio County, Texas",0.5668,0.4193,0.2908,693.451,67138,68755,34584,34171,37.9,84.4,2.5,2.5,1.9,0.3,32.5,55.6,18.2,32.2,32.9,16.6,68388,24796,"58,227"
"San Saba County, Texas",0.7248,0.2649,0.7767,1135.297,6186,5730,2568,3162,42.8,83.6,2.6,2.3,0.9,0.2,20.4,30.5,18.4,38.3,26.4,17,5123,2141,"45,437"
"Schleicher County, Texas",0.7042,0.2882,0.6290,1310.63,2935,2451,1216,1235,45.1,69.6,1.8,2.6,1.1,0.6,39.9,52,15.1,28.3,39.9,16.8,2429,991,"52,408"
"Scurry County, Texas",0.7623,0.224,0.7097,905.444,16361,16932,8932,8000,36.6,77.8,4.8,2.4,0.8,0.1,28.4,42.2,19,32.8,32.5,15.8,15578,5925,"49,727"
"Shackelford County, Texas",0.7914,0.196,0.8317,914.286,3302,3105,1510,1595,44.7,93.6,1.5,2.8,1.1,0.4,7.8,11.7,9.4,22.2,35.5,32.8,3067,1265,"61,351"
"Shelby County, Texas",0.6321,0.3584,0.5858,795.583,25224,24022,11898,12124,40.1,70.9,17,2.2,1.9,0.2,16.6,19.5,19.3,35.4,31,14.2,23901,9309,"43,244"
"Sherman County, Texas",0.8581,0.1238,0.8022,923.035,3186,2782,1454,1328,35.6,78.3,2.2,3.6,0.9,0.7,37.6,47.3,28.4,22.2,29.2,20.2,2753,990,"62,557"
"Smith County, Texas",0.7146,0.2717,0.3944,921.454,174706,233479,112309,121170,37.5,71.1,17.9,2.7,2.3,0.1,15.9,20.3,12.4,24.1,35.5,28,227949,88567,"62,903"
"Somervell County, Texas",0.7265,0.2577,0.6746,186.463,6809,9205,4483,4722,43.3,91.8,1.2,3.8,1,0.3,14.7,18.3,10.7,32.7,28.5,28.2,9062,3411,"68,280"
"Starr County, Texas",0.2258,0.7685,-0.0500,1223.179,53597,65920,31668,34252,31.9,80,0.2,0.7,0.2,0.1,66,97.7,41.2,26.5,20,12.3,65607,19868,"33,535"
"Stephens County, Texas",0.7369,0.2464,0.7863,896.719,9674,9101,4778,4323,41.8,85.7,3.6,3.1,1,0.3,16.3,24.2,15.1,34.4,31.8,18.6,8465,3463,"46,064"
"Sterling County, Texas",0.7891,0.2003,0.8341,923.451,1393,1372,703,669,40.1,89.7,1.6,2.7,2.1,0.7,17.7,32.7,7.6,46.6,27.1,18.8,1334,494,"69,212"
"Stonewall County, Texas",0.6208,0.368,0.6780,916.313,1693,1245,595,650,53,91.5,3.3,2.7,0.7,0.6,11.9,18.2,15.5,38.3,31.5,14.7,1203,550,"49,813"
"Sutton County, Texas",0.6903,0.3039,0.5780,1453.926,4077,3372,1684,1688,44.6,83.2,0.9,1.5,0.7,0.4,39.5,62.1,23.1,34,23.7,19.2,3366,1359,"59,905"
"Swisher County, Texas",0.6445,0.3423,0.5805,890.159,8378,6971,3708,3263,38.8,75.8,7.5,2.3,0.6,0.2,30.4,45.1,27.1,34.2,22.4,16.3,6361,2490,"45,509"
"Tarrant County, Texas",0.6074,0.3678,-0.0022,863.608,1446219,2110640,1031645,1078995,35.2,62.7,19.2,2.8,7.2,0.4,22.4,29.4,13.3,23.7,29.6,33.4,2083512,760739,"71,399"
"Taylor County, Texas",0.7369,0.2442,0.4529,915.552,126555,143208,69920,73288,34.6,80.7,10.2,3.2,3,0.3,15.2,24.3,10.6,29.5,31.9,27.9,137295,54489,"53,820"
"Terrell County, Texas",0.5094,0.4591,0.4694,2358.026,1081,760,389,371,50.6,77.8,2.9,2.2,1.7,1.4,32.6,48.7,13.6,27.3,38.5,20.6,760,348,"44,343"
"Terry County, Texas",0.7178,0.2733,0.5689,888.839,12761,11831,6063,5768,35.6,80,4.6,2,0.7,0.3,34.8,55.5,27,31.8,29.5,11.7,11109,4010,"42,225"
"Throckmorton County, Texas",0.7221,0.2708,0.8053,912.552,1850,1440,684,756,48.6,96.8,1.2,3.1,0.6,0.3,6.6,10.1,9,35,32.8,23.2,1440,647,"46,253"
"Titus County, Texas",0.6164,0.3712,0.4473,406.054,28118,31247,15193,16054,36,67.2,10.7,3.3,1.1,0.1,33.9,43.8,20.8,37.3,25,16.9,31007,10845,"49,513"
"Tom Green County, Texas",0.7143,0.2682,0.4440,1521.972,104010,120003,59149,60854,36,82.8,5.1,3,2.3,0.3,25,39.2,12.6,29.5,32.8,25.1,116502,46683,"60,750"
"Travis County, Texas",0.4688,0.4167,-0.4498,990.202,812280,1290188,649960,640228,33.9,70.6,9.3,2.8,9.5,0.3,24.7,32.6,9.4,15.7,22.2,52.7,1256828,520981,"84,519"
"Trinity County, Texas",0.5839,0.4044,0.6134,693.608,13779,13602,6717,6885,50.6,86.9,9.3,3,0.7,0.2,8.1,9.7,16.1,39,31.5,13.4,13491,5847,"46,569"
"Tyler County, Texas",0.5953,0.39,0.7030,924.501,20871,19798,10666,9132,45.8,83.5,11.5,2.3,0.7,0.1,6.9,7.7,18.6,39.4,27.3,14.8,17772,7362,"46,955"
"Upshur County, Texas",0.6596,0.3264,0.6847,582.947,35291,40892,20164,20728,40.7,86.7,8.8,4,0.8,0.2,8.2,9.7,14.4,33.9,34.4,17.3,40438,15374,"51,634"
"Upton County, Texas",0.7714,0.209,0.7368,1241.324,3404,3308,1681,1627,38.6,84.9,3.6,3.1,1,0.3,37.7,54.3,23.9,36.5,27.6,11.9,3244,1222,"49,340"
"Uvalde County, Texas",0.5766,0.4081,0.2032,1551.946,25926,24564,12107,12457,37.3,81.4,1.1,1.8,0.8,0.1,45.7,70.5,25.2,29.5,26.8,18.4,23699,8624,"48,438"
"Val Verde County, Texas",0.5424,0.4406,0.0991,3144.75,44856,47586,23752,23834,34.5,79,2,1.9,1.2,0.2,51.1,80.3,29.1,25.7,25.6,19.6,45637,15796,"50,532"
"Van Zandt County, Texas",0.6921,0.2932,0.7215,842.557,48140,59541,29336,30205,43.4,91.7,3.4,3.3,0.8,0.1,9.1,11.9,13.9,32.2,36.2,17.7,58957,22815,"59,929"
"Victoria County, Texas",0.6855,0.2983,0.3796,882.143,84088,91319,44628,46691,37.7,77.9,7.5,2.2,1.9,0.1,31,47,16.4,30.6,33.7,19.4,90102,34451,"57,142"
"Walker County, Texas",0.6314,0.3439,0.3173,784.169,61758,76400,44345,32055,36.9,62.5,22.7,2.1,1.7,0.2,17.8,21.7,14.1,39,26.8,20.1,57496,24568,"43,012"
"Waller County, Texas",0.5237,0.4647,0.2670,513.43,32663,56794,27229,29565,33,58.9,22.6,2.8,1.9,0.1,27,32.5,12.5,30.6,31.7,25.2,50516,17298,"65,437"
"Ward County, Texas",0.6541,0.3242,0.6101,835.602,10909,11644,5925,5719,35.7,75.6,5.7,2.6,1,0.4,35.2,54.3,21.3,35.2,32.6,10.9,11521,4221,"58,461"
"Washington County, Texas",0.7321,0.2537,0.4994,603.954,30373,35805,17605,18200,42.4,75.5,16.9,2,1.9,0.2,14.8,17.9,10.9,32.1,29,28.1,33791,13906,"66,601"
"Webb County, Texas",0.4142,0.5739,-0.2328,3361.482,193117,267114,129944,137170,30.6,78.4,0.6,1.1,0.7,0,59.7,95.2,31.2,23.6,25.8,19.4,263165,78282,"50,865"
"Wharton County, Texas",0.6297,0.3603,0.4315,1086.15,41188,41570,20565,21005,39.5,70,14.5,1.7,0.6,0.1,28.7,40.8,19.5,29.1,32.8,18.6,41009,15446,"56,522"
"Wheeler County, Texas",0.748,0.2424,0.8519,914.523,5284,4990,2497,2493,42.3,85.8,2.7,3.2,1.1,0.1,18.8,24.6,18.6,33.9,30,17.4,4916,2001,"49,282"
"Wichita County, Texas",0.6509,0.3303,0.4108,627.776,131664,129350,66109,63241,36.1,77.2,12.8,3.8,3.1,0.3,14.2,19.9,11.9,32.9,32.2,23.1,118222,49007,"53,148"
"Wilbarger County, Texas",0.6856,0.2963,0.5676,970.844,14676,12887,6381,6506,39.3,72.9,9.8,3.7,4.9,0.2,19.7,29,21.4,33.1,30.1,15.3,12050,4944,"48,117"
"Willacy County, Texas",0.3534,0.6357,-0.1202,590.554,20082,20164,10659,9505,36.3,73.9,2.8,1.1,1,0.1,52.2,87.3,31.5,37.9,21,9.6,17569,5714,"37,087"
"Williamson County, Texas",0.678,0.2772,-0.0141,1118.303,249967,609017,298747,310270,36.7,75.6,8.4,2.9,10.6,0.3,18,24.2,6,18.7,30.5,44.8,604541,224506,"96,653"
"Wilson County, Texas",0.6419,0.3417,0.4843,803.733,32408,49753,24916,24837,41.3,87.8,2.2,3,1.1,0.2,25.2,38.7,10.7,32.8,32.5,24,49314,17419,"78,794"
"Winkler County, Texas",0.7186,0.2721,0.6562,841.107,7173,7791,4029,3762,35,71.4,2.7,3.3,1.5,0.2,41.4,60.7,28.3,30.2,31.4,10.2,7613,2687,"62,477"
"Wise County, Texas",0.6863,0.2951,0.6816,904.422,48793,68632,34459,34173,39.8,89.6,1.8,3.9,0.9,0.1,15,20,14.1,33.9,33.3,18.7,67826,24306,"77,668"
"Wood County, Texas",0.7066,0.2804,0.6822,645.234,36752,44843,22205,22638,50.5,89.8,4.7,3.4,0.8,0.1,9.3,10.9,13.8,32.2,33.5,20.4,43508,18447,"53,485"
"Yoakum County, Texas",0.7753,0.2154,0.6667,799.708,7322,7694,3811,3883,35,71.8,1.4,1.9,0.9,0.1,47.5,64.6,27.1,29.6,32.5,10.8,7619,2655,"66,816"
"Young County, Texas",0.7222,0.265,0.7375,914.468,17943,17867,8821,9046,42.2,88.8,1.8,3.3,0.7,0.1,13.9,19.6,13.2,31.5,29.6,25.7,17636,7249,"53,715"
"Zapata County, Texas",0.3643,0.6261,0.0534,998.412,12182,13889,6965,6924,32.8,84.4,0.3,1,0.3,0.1,59.8,93.6,31.8,32.7,23.7,11.9,13788,4536,"37,474"
"Zavala County, Texas",0.2215,0.7715,-0.3138,1297.406,11600,9670,4693,4977,35.4,81.6,1.4,1.1,0.4,0.2,50,92.5,24.4,31.3,29.5,14.8,9641,3355,"35,046"
"Beaver County, Utah",0.734,0.2402,0.7542,2589.88,6005,7072,3758,3314,34.4,88.6,0.9,2.7,1,0.9,12.2,15.1,9.3,27.5,36.4,26.8,6705,2276,"59,437"
"Box Elder County, Utah",0.7936,0.165,0.6318,5745.551,42745,57666,29190,28476,33,93.8,0.8,2.4,1.6,0.4,7.3,9.6,6.3,32,37.3,24.4,57308,18678,"69,538"
"Cache County, Utah",0.7821,0.156,0.3714,1164.813,91391,133154,66362,66792,26.3,90.7,1.4,1.9,2.7,0.9,8.9,11.3,5.8,20.5,34.7,39,129009,41658,"69,670"
"Carbon County, Utah",0.5089,0.4466,0.4591,1478.493,20422,20412,10228,10184,38.6,94.3,0.8,3.3,0.9,0.4,8.9,13.1,8.5,29.2,45.6,16.7,20098,7950,"50,503"
"Daggett County, Utah",0.7287,0.2391,0.6220,696.979,921,935,510,425,47.6,98.3,1,2.4,1.4,0.7,1.9,3.1,4.2,36.5,39.9,19.3,935,392,"57,400"
"Davis County, Utah",0.7327,0.2145,0.2750,298.778,238994,362679,182251,180428,31.4,90.7,2.1,2,3.6,1.6,8.3,10.8,4.3,21.2,36.5,38,360370,111552,"93,260"
"Duchesne County, Utah",0.7967,0.1714,0.7825,3240.945,14371,19596,9933,9663,33.3,91.2,0.4,7,0.8,0.4,5,6.6,10.2,40.3,35,14.5,19401,6511,"63,327"
"Emery County, Utah",0.7374,0.2178,0.7472,4462.314,10860,9825,4965,4860,38.3,96.6,0.3,1.9,0.8,0.2,5.7,7.2,5.8,31.4,47.8,15.1,9769,3535,"62,257"
"Garfield County, Utah",0.8735,0.0904,0.6018,5175.121,4735,5083,2619,2464,43.3,93.4,0.9,3.4,1.4,0.6,5.4,7.6,4.8,32.7,37.3,25.2,4835,1881,"56,943"
"Grand County, Utah",0.5042,0.3204,-0.1076,3671.543,8485,9669,4810,4859,40.5,89.2,1.4,6.1,1.9,0.3,10.4,12.7,6.2,28.9,38,26.9,9491,4006,"52,645"
"Iron County, Utah",0.8024,0.1421,0.5664,3296.681,33779,57289,28404,28885,28.9,91.9,1.3,3.5,2.1,0.9,7,9.6,6.7,24.1,40.1,29.2,55647,18731,"61,421"
"Juab County, Utah",0.7264,0.2223,0.7572,3392.278,8238,11786,6068,5718,30.7,96.7,0.4,1.8,0.9,0.9,3.3,4.9,7.5,34.2,37.2,21.1,11668,3529,"77,036"
"Kane County, Utah",0.8044,0.1381,0.4581,3990.229,6046,7667,3808,3859,44.9,96.2,0.9,3.1,1.6,0.5,2.5,4.2,7.3,25.4,37.2,30.1,7434,3081,"62,311"
"Millard County, Utah",0.8063,0.1458,0.7760,6572.425,12405,12975,6581,6394,36.1,88.6,0.6,2.8,1.6,0.3,11.7,13.7,10.3,33,33.2,23.5,12819,4299,"68,131"
"Morgan County, Utah",0.777,0.1744,0.6288,609.196,7129,12295,6289,6006,33.6,98.6,0.6,1.3,1.3,0.2,2.1,2.7,2.2,19.1,39.1,39.7,12266,3574,"111,472"
"Piute County, Utah",0.8015,0.1703,0.7887,757.791,1435,1438,715,723,44.7,97.8,0.6,2.7,0.4,0.6,7,8.6,10.8,33.8,35.1,20.3,1438,536,"50,768"
"Rich County, Utah",0.8151,0.1683,0.7168,1028.775,1961,2510,1309,1201,38,97.6,1.1,1.5,0.6,0.9,2.7,3.9,3.2,25.8,47.7,23.4,2459,886,"70,815"
"Salt Lake County, Utah",0.5584,0.3501,-0.1104,742.282,898387,1185238,595608,589630,32.9,80.9,2.9,2.5,5.8,2.5,15.8,19.6,8.2,22.3,32.4,37.1,1167201,405229,"80,676"
"San Juan County, Utah",0.5736,0.3874,0.0614,7819.988,14413,14518,7269,7249,34.6,47,0.8,52.2,1,0.6,3.3,5.1,13.4,28.3,37.7,20.6,14072,4649,"48,071"
"Sanpete County, Utah",0.7781,0.163,0.6860,1590.152,22763,28437,15266,13171,33.7,90,1.2,2.5,1.3,1.3,9,10.7,9,30.4,37.6,23,25696,8394,"62,098"
"Sevier County, Utah",0.8143,0.1478,0.7689,1910.577,18842,21522,10870,10652,36.3,95.6,0.7,2.9,0.7,0.6,4.2,4.9,7.6,32.3,38.3,21.8,21117,7464,"68,303"
"Summit County, Utah",0.5089,0.3796,-0.1914,1871.712,29736,42357,21578,20779,40.8,91.5,0.9,1.3,2.9,0.3,10.3,11.2,5,16.1,23.8,55.2,42221,15688,"124,354"
"Tooele County, Utah",0.6256,0.3206,0.3830,6941.352,40735,72698,36687,36011,31.4,91.8,1.4,2.8,1.7,1.4,9.5,13.1,7.6,31.5,37.9,23,72159,22087,"90,591"
"Uintah County, Utah",0.8018,0.1652,0.7577,4479.693,25224,35620,17686,17934,31.5,89,0.9,9.3,1.1,0.6,5.8,8,12.4,35.3,35,17.3,35462,11993,"64,105"
"Utah County, Utah",0.817,0.1367,0.4105,2003.454,368536,659399,330884,328515,25.9,90.2,1.4,2,3.2,2.1,10.8,13.4,4.9,16.8,36,42.3,643473,184558,"86,597"
"Wasatch County, Utah",0.673,0.2601,0.2621,1175.501,15215,34788,17665,17123,35.3,90.9,1,1.5,1.8,0.4,12.2,14.5,3.9,20.1,31.7,44.2,34537,11040,"102,206"
"Washington County, Utah",0.785,0.1684,0.5169,2426.358,90354,180279,89115,91164,37.6,91,1.2,2.5,1.9,1.7,9.2,11.4,6.3,21.9,41.3,30.5,177507,62416,"63,639"
"Wayne County, Utah",0.778,0.1649,0.5330,2460.676,2509,2486,1239,1247,47.3,96.1,1.1,2.9,1.5,0.8,4,3.9,8.3,24.9,45,21.8,2486,1064,"57,768"
"Weber County, Utah",0.6256,0.317,0.2266,576.084,196533,262223,131864,130359,32.9,86.9,2.5,2.7,2.7,0.8,14,18.6,8.2,29.2,36.3,26.3,258568,89595,"72,348"
"Addison County, Vermont",0.399,0.5128,-0.3939,766.325,35974,37363,18431,18932,44.1,95.8,1.6,2.4,2.4,0.1,3.5,3.1,5.7,29.3,22.8,42.3,34365,14906,"79,756"
"Bennington County, Vermont",0.4121,0.5103,-0.2732,674.98,36994,37347,18249,19098,47.9,96.6,2,2.1,1.6,0.1,3,2.5,6,27.4,28.1,38.5,35900,15699,"65,185"
"Caledonia County, Vermont",0.4945,0.4295,-0.1521,648.864,29702,30233,15033,15200,45.3,96.9,1.4,3,1.7,0.1,2.7,2,7.1,34.2,27.8,30.9,29173,12654,"59,762"
"Chittenden County, Vermont",0.3625,0.5437,-0.5454,536.578,146571,168323,82114,86209,37.5,91.4,4,2,5.5,0.1,3.4,2.8,5,18,22.9,54.1,158457,69052,"84,290"
"Essex County, Vermont",0.5408,0.3904,0.1119,663.598,6459,5920,2987,2933,52.1,98.6,0.7,3.1,0.6,0.2,1.9,1.1,10.2,44.5,25.4,19.9,5867,2695,"50,840"
"Franklin County, Vermont",0.4374,0.4957,-0.0905,633.706,45417,49946,24993,24953,41.3,97,1.3,4.4,1.1,0.1,2.4,1.8,8.3,37.3,27.1,27.3,49265,19918,"69,583"
"Grand Isle County, Vermont",0.4261,0.5044,-0.2257,81.811,6901,7293,3686,3607,50.4,97.3,1.2,3.6,1,0.3,2.3,1.7,5.2,29.9,22.5,42.4,7293,3170,"80,693"
"Lamoille County, Vermont",0.3962,0.5047,-0.4074,458.797,23233,25945,12804,13141,42.3,97.3,1.9,2.7,1.1,0.2,3.3,2.5,6.6,24.8,26.1,42.5,25307,10994,"64,083"
"Orange County, Vermont",0.4667,0.4555,-0.2405,687.033,28226,29277,14631,14646,46.5,97.7,1.1,3.1,1.1,0.1,2.8,1.6,6.4,34,25.4,34.2,28642,12364,"71,487"
"Orleans County, Vermont",0.478,0.451,-0.0450,693.268,26277,27393,13695,13698,46.3,97.7,1.2,3.3,0.9,0.1,1.9,1.7,8.8,37.4,26.5,27.3,26632,11698,"54,346"
"Rutland County, Vermont",0.4613,0.4765,-0.1047,929.821,63400,60572,29926,30646,48.2,97.4,1.6,2.5,1.2,0.1,3.3,2,6.3,33.8,27.8,32.1,58681,26651,"59,916"
"Washington County, Vermont",0.3848,0.5137,-0.4606,687.233,58039,59807,29627,30180,44.2,96.6,1.9,2.6,1.7,0.1,3.6,2.6,5.4,26.2,24.4,44,57495,25842,"75,692"
"Windham County, Vermont",0.3424,0.5267,-0.4735,785.305,44216,45905,22681,23224,47.6,96.1,2.3,2.7,1.7,0.1,3.7,2.9,6.3,30.4,22.4,40.9,44085,20388,"64,381"
"Windsor County, Vermont",0.4019,0.5194,-0.3892,969.337,57418,57753,28316,29437,48.5,97.1,1.6,2.6,1.6,0.1,2.9,2.1,5.8,28.3,25.6,40.2,57014,25859,"65,086"
"Accomack County, Virginia",0.5327,0.427,0.0940,449.496,38305,33413,16171,17242,47.8,65.3,27.6,2.5,1.2,0.1,8.9,10.3,17.7,34.7,26.5,21,32997,14302,"50,949"
"Albemarle County, Virginia",0.4964,0.4412,-0.3350,720.698,79236,112395,53633,58762,38.8,79.5,10.6,1.5,8.8,0.2,7,7.5,6.7,14.7,19.7,58.9,104914,43468,"91,849"
"Alleghany County, Virginia",0.5481,0.4322,0.4408,445.457,12926,15223,7424,7799,49.3,94.2,5.8,1.9,0.7,0.2,1.3,1.2,10.7,42.1,31.9,15.3,14927,6699,"49,197"
"Amelia County, Virginia",0.6155,0.3663,0.3774,355.269,11400,13265,6564,6701,46.1,78.2,21,2.1,1,0,2.9,3.2,14.5,43.9,23.8,17.7,13162,5206,"62,884"
"Amherst County, Virginia",0.5686,0.4109,0.3157,473.934,31894,31307,14963,16344,44.8,79.5,20,3.2,0.9,0.1,2.5,2.7,12.3,38.3,27.6,21.8,30593,12746,"57,294"
"Appomattox County, Virginia",0.6165,0.3597,0.4622,333.494,13705,16119,7767,8352,42.6,80.1,19.8,1.8,0.6,0.1,2.4,2.1,11.1,38.4,31,19.5,16024,6470,"58,860"
"Arlington County, Virginia",0.3417,0.6015,-0.6352,25.974,189453,238643,117861,120782,34,71,10.4,1.8,14.4,0.2,13.8,15.7,5.1,7.4,11.2,76.3,235657,109912,"124,474"
"Augusta County, Virginia",0.7021,0.2629,0.4701,966.999,65615,77487,38996,38491,44.9,93.5,5.2,1.9,1,0.1,3,3.5,10.6,40.8,26.1,22.6,74483,30233,"69,243"
"Bath County, Virginia",0.5932,0.3719,0.4750,529.158,5048,4209,2100,2109,51.1,95.7,4.3,2.1,1,0.2,1.7,1.7,14.8,37.8,28.7,18.6,4146,1891,"56,200"
"Bedford County, Virginia",0.6587,0.3121,0.4813,753.021,60371,79462,38912,40550,47.3,91.1,7.5,2,1.7,0.1,2.6,2.6,7.7,29.8,31.6,31,78934,32486,"66,026"
"Bland County, Virginia",0.6544,0.3166,0.6815,357.725,6871,6270,3462,2808,48.4,96.9,3.7,1.5,0.8,0.3,1,1,11.1,45.2,30.4,13.3,5598,2505,"50,492"
"Botetourt County, Virginia",0.6407,0.3343,0.4450,541.202,30496,33596,16599,16997,48,95.2,3.6,1.7,1.3,0,2.4,2.3,6.2,35,31.5,27.4,33225,13498,"74,081"
"Brunswick County, Virginia",0.427,0.5648,-0.1504,566.173,18419,15849,8547,7302,46.6,43.4,55.9,0.8,0.6,0.2,1.9,2.4,21.6,35.7,26.6,16.1,13836,6191,"47,401"
"Buchanan County, Virginia",0.3923,0.5829,0.6756,502.763,26978,20355,10407,9948,47.8,96.3,3.4,1,0.4,0.1,0.7,0.9,26.3,38.5,23.9,11.3,19058,8483,"38,087"
"Buckingham County, Virginia",0.502,0.4696,0.1320,579.657,15623,16824,9153,7671,44.1,65.9,34.3,1.7,0.6,0.2,1.7,2.5,19.2,45.5,23.5,11.8,14637,5991,"54,263"
